name,set,rarity,id,tribe,courage,power,wisdom,speed,energy,mugic,elements,types,ability,flavor,brainwashed,unique,loyal,legendary,artist,gender
Glost,ROTO,Rare,24,Mipedian,75,50,30,75,45,0,"Air, Earth",Warbeast,"Glost has an additional 5 Energy, ""Earth 5"", and ""Air 5"" for each Conjuror in your discard pile.
Recklessness 20","If more Warbeasts are our only hope for survival, I fear for our future!",,1,1,,,Ambiguous
"H'earring, Tainted",ROTO,Rare,9,UnderWorld,45,65,40,50,50,1,,Minion Scout,"At the beginning of combat, look at your opponent's attack hand and choose an Attack Card. They discard it and then draw an Attack Card.",,"{{MC}}, remove a Mugic counter from each other Creature you control: Look at the top three cards of target player's Location Deck and choose one. It becomes the new active Location.",,,,,Male
Headmaster Ankhyja,ROTO,Ultra Rare,25,Mipedian,55,75,45,100,65,0,"Air, Earth",Stalker,"Invisibility: Strike 15
Creatures cannot lose Invisibility.
Invisibility abilities work against Creatures with Invisibility.
If you lost Initiative, your engaged Creature gains ""Strike 10.""",,,1,1,,,Male
Hune Paltanin,ROTO,Super Rare,6,OverWorld,75,15,110,15,40,2,,Caretaker,"When a Mugic counter is removed from an opposing non‐OverWorld Creature, heal 10 damage to target Creature.","She is rarely seen outside the Library, but Maxxor needs all the help he can get.",,1,1,,,Female
Ikub'ra,ROTO,Common,36,M'arrillian,40,40,90,50,45,0,Water,Kha'rall,"Intimidate: Wisdom 30
Fireproof 25
Ikub'ra deals an additional 5 attack damage to OverWorld Creatures.","""So there IS someone who despises OverWorlders more than me!"" 
—Chaor",,,,,,"Ambiguous, Male"
Jus'hebban,ROTO,Common,37,M'arrillian,45,25,90,95,50,0,Water,Chieftain,"Attacks played by Creatures you control have ""Challenge Speed 50: Deal 10 damage.""",,,1,1,,,Ambiguous
"Khybon, The Renegade",ROTO,Uncommon,10,UnderWorld,60,50,70,20,50,1,Air,Taskmaster Minion,"At the beginning of combat, if Khybon is equipped, it gains 10 Energy.",,"At the beginning of combat, Khybon gains 5 Energy for each Battlegear in each discard pile.",,,,,Male
Klencka,ROTO,Common,19,Danian,45,55,50,85,55,1,"Air, Water",Mandiblor Minion,"Waterproof 10
Hive: Outperform Courage 5",,Outperform Courage 5,,,,,Male
Lam'inkal,ROTO,Common,38,M'arrillian,25,50,55,25,60,0,"Air, Water",Fluidmorpher Scout,"Fluidmorph
Swift 2",Learn to wield water as a weapon and you'll find that you are never unarmed.,,,,,,Male
Mik'banin,ROTO,Uncommon,39,M'arrillian,40,90,50,40,45,0,Water,Kha'rall ,"Intimidate: Power 30
Airproof 25
Mik'banin deals an additional 5 attack damage to UnderWorld Creatures.","The strategy was obvious but efficient: invade, subjugate, annihilate.",,,,,,Male
Mock'adyn,ROTO,Common,40,M'arrillian,45,40,50,35,35,0,Water,Fluidmorpher Muge,"Fluidmorph
{{MC}}{{MC}}: Heal 5 damage to target Creature.
4{{MC}}: Heal 25 damage to all Creatures you control.",,,,1,,,Male
"Najarin, Fluidmorpher's Foe",ROTO,Ultra Rare,7,OverWorld,30,35,70,45,25,3,,Overworld Hero Strategist,"When an opposing Creature not named Najarin gains a Mugic counter, Najarin gains a Mugic counter.
{{MC}}: Target Creature gains 5 Energy.
{{MC}}{{MC}}: Negate target M'arrillian Mugic.",,,1,,,,Male
Nivenna,ROTO,Super Rare,11,UnderWorld,40,50,90,60,30,3,,Conqueror Muge,"{{MC}}: Choose an Elemental Type. Target Creature which dealt attack damage this turn gains ""Element 10"" of the chosen Elemental Type. Use this ability only once per turn.
Warriors you control have an additional 10 to all Disciplines. ",,,1,1,,,Female
Nunk'worn,ROTO,Super Rare,41,M'arrillian,50,70,70,45,60,0,"Fire, Water",Fluidmorpher Warrior,"Fluidmorph
Attacks played by Nunk'worn also count as Fire and Water attacks.
If Nunk'worn has exactly 3 Mugic counters on it when it is defeated, you may return it to play in an open space on your side of the Battleboard with no Mugic counters.",,,1,,,,Male
Otinee,ROTO,Common,26,Mipedian,35,40,55,65,55,1,"Earth, Water",Minion Scout,Swift 2,,Water 5,,,,,Male
"Phelphor, Of the Deep",ROTO,Uncommon,42,M'arrillian,35,40,60,55,40,0,Water,Fluidmorpher Scout,"Fluidmorph
{{MC}}: Relocate target opposing unengaged Creature into an unoccupied space adjacent to it.
4{{MC}}: Creatures lose Swift and may not move or relocate into unoccupied spaces.",,,,,,,Male
Rasbma Darini,ROTO,Super Rare,27,Mipedian,45,55,50,85,55,0,Earth,Royal Minion,"Invisibility: Surprise
Invisibility: Strike 10
Earth 5 ",,Creatures do not have and cannot gain Invisibility.,,,,,Male
Ri'oha,ROTO,Rare,43,M'arrillian,50,60,45,40,40,0,Water,Fluidmorpher,"Fluidmorph
{{MC}}{{MC}}: Swap the Battlegear equipped to two target Kha'rall Creatures controlled by the same player.
4{{MC}}: Return target Shard in your discard pile to play equipped to an unequipped Kha'rall you control.",,,,,,,Female
Rol'doi,ROTO,Common,44,M'arrillian,90,50,40,40,45,0,Water,Kha'rall Warrior,"Intimidate: Courage 30
Waterproof 25
Rol'doi deals an additional 5 attack damage to Danian Creatures.","As the waves crash in his wake, his claws slash through you!",,,,,,"Ambiguous, Male"
"Siril'ean, The Songthief",ROTO,Ultra Rare,45,M'arrillian,45,20,75,20,25,0,Water,Fluidmorpher Muge,"Fluidmorph 
4{{MC}}: Negate target non‐M'arrillian Mugic.
5{{MC}}: Play a Mugic Card of any tribe in your opponent's discard pile without paying its Mugic cost. Then remove that Mugic Card from the game.",,,1,1,,,Male
Stelgar,ROTO,Rare,12,UnderWorld,65,65,65,65,65,0,"Fire, Air",Minion Warrior,"When Stelgar deals attack damage, it gains 10 to all Disciplines.
If Stelgar has more than 125 Power, destroy it.",,"When Stelgar wins combat, it gains a Mugic counter.
If Stelgar has 2 or more Mugic counters on it, destroy it.",,,,,Male
Taffial,ROTO,Rare,28,Mipedian,60,50,60,65,45,2,Earth,Royal Stalker,Attacks played by Creatures you control deal an additional 5 damage if there is an Attack Card with the same name in your Attack Discard pile.,,,1,,,,Male
"Takinom, The Shadowknight",ROTO,Ultra Rare,13,UnderWorld,50,90,40,70,65,1,"Fire, Air",Commander,"Strike 10
{{MC}}: The next attack made by Takinom counts as its first attack this combat.
Swift 2",,,1,1,,,Female
Tarbok,ROTO,Common,20,Danian,75,35,45,40,50,1,"Fire, Air",Mandiblor,"Waterproof 15 
Hive: Tarbok has an additional 15 Energy.","""My only fear is that I have no fear."" 
—Tarbok",,,,,,Male
Tasqa,ROTO,Common,14,UnderWorld,35,55,50,35,45,1,Air,Taskmaster Scout,{{MC}}: Deal 15 damage to target adjacent equipped Creature.,Never attack a fully-armored Drill Dozer head-on when you can simply remove one screw to disable its systems.,,,,,,Female
Vitar'zu,ROTO,Uncommon,46,M'arrillian,50,40,40,90,45,0,Water,Kha'rall,"Intimidate: Speed 30
Earthproof 25
Vitar'zu deals an additional 5 attack damage to Mipedian Creatures.",The Stalkers remained invisible. Now they were the ones being stalked.,,,,,,Male
"Wamma, Hive Ordnance",ROTO,Super Rare,21,Danian,55,45,65,35,50,0,Fire,Mandiblor,"When a Mandiblor comes into play from a discard pile, Wamma gains a Mugic counter.
Battlegear equipped to Infected Creatures is not flipped face-up when those Creatures become engaged.",,,,,,,Male
"Agitos, Eloquent Motivator",TOTT,Super Rare,8,UnderWorld,95,40,75,25,35,2,,Commander,"At the beginning of your turn, UnderWorld Creatures you control gain ""Intimidate: Courage 20"" and ""Intimidate: Power 20.""
{{MC}}{{MC}}: Target Creature gains ""If an adjacent opposing Creature can move into this Creature's space, it must do so.""",,,,,,,Male
Ailav,TOTT,Uncommon,15,Mipedian,50,30,60,75,50,1,"Air, Earth",Conjuror Warrior,Reduce damage dealt to Warbeasts you control by 5.,"""Warbeasts the size of palaces are under my control. Why would I ever fear a M'arrillian!?"" 
—Ailav",,1,,,,Male
Aval'par,TOTT,Super Rare,29,M'arrillian,35,70,40,65,50,0,Water,Chieftain,"Discard a Mugic Card: Target Chieftain gains ""Untargetable.""",,,1,1,,,"Ambiguous, Male"
Drabe,TOTT,Common,1,OverWorld,55,30,65,35,50,2,,Caretaker Muge,{{MC}}: Target Creature gains 15 Energy.,Each tattoo symbolizes a fallen friend. Drabe fears he will add several more before the fighting is done.,,,1,,,Male
Dreg'ora,TOTT,Rare,30,M'arrillian,55,65,25,35,55,0,Water,Kha'rall Warrior,Creatures engaged with Dreg'ora have 10 less Energy for each Discipline they have below 30.,The Kha'rall could care less about the subtleties of brainwashing. Their way is much easier... and messier.,,,,,,Male
Elhadd,TOTT,Rare,22,Danian,100,50,75,80,50,0,Earth,Mandiblor Scout,"While Elhadd is in your discard pile, Mandiblors you control have ""Outperform Courage 5.""","To everyone's great surprise, it was Elhadd who discovered a link between the Kha'rall and their shards.",,,,,,Male
Emna'ool,TOTT,Common,31,M'arrillian,85,70,30,45,50,0,Water,Chieftain,Discard two Mugic Cards: Destroy target engaged Creature with 0 Courage.,,,1,1,,,Ambiguous
Eximiar,TOTT,Common,9,UnderWorld,60,70,30,15,55,0,"Fire, Air",Warrior,"Outperform Power 5
While engaged with an UnderWorld Creature, Eximiar has ""Fire 5"" and ""Recklessness 5.""","""You call them weak-minded. I call them traitors!"" 
—Eximiar",,,,,,Male
Gaffat-ra,TOTT,Rare,16,Mipedian,40,100,100,50,50,0,Air,Warbeast,"Defender: Conjuror
Non-attack damage dealt to adjacent Royals is dealt to Gaffat-ra instead.
Recklessness 10","As the war turns grim, even Royals have begun to accept the Warbeasts.",,1,1,,,Ambiguous
Gal'drad,TOTT,Common,32,M'arrillian,65,85,35,40,50,0,Water,Chieftain,"Attacks played by Creatures you control have ""Challenge Power 50: Deal 10 damage.""",,,1,1,,,"Ambiguous, Male"
Galmedar,TOTT,Uncommon,10,UnderWorld,75,100,60,35,60,0,Earth,Commander Minion,"While a Creature engaged with Galmedar has Power less than 65, that Creature may not be healed or gain Energy.",,Each Creature you control deals an additional 5 attack damage to Creatures that share a Tribe with it.,,,,,Male
Hiadrom,TOTT,Common,23,Danian,70,35,55,40,55,1,"Earth, Water",Mandiblor Warrior,Hive: Hiadrom has an additional 15 Energy and Creatures engaged with it have 15 less Energy.,"Hiadrom excavates a new area of the UnderWorld, searching for a new home for the Danians.",,,1,,,Male
"Iflar, The Crown Prince",TOTT,Ultra Rare,17,Mipedian,30,20,50,75,45,1,Air,Royal,"Invisibility: Surprise
Invisibility: Strike 20
Untargetable","""If he's so weak and scrawny, why am I the one covered in bruises!?""",,1,1,,,Male
"Intress, Natureforce",TOTT,Ultra Rare,2,OverWorld,95,65,90,70,55,2,"Earth, Water",Elementalist,{{MC}}: Creatures you control gain 5 Energy for each Elemental Type they have.,"""Despite our differences, since the Cothica flows through each of us, we are all united."" 
—Intress",,1,1,,,Female
Ivelaan,TOTT,Uncommon,24,Danian,80,50,65,75,60,2,Water,Mandiblor,"While Ivelaan is in your discard pile, Mandiblors you control have an additional 25 to all Disciplines.","On his first venture into the OverWorld, Ivelaan discovered something that changed the course of Danian history forever.",,,,,,Male
Jaidwarl,TOTT,Common,3,OverWorld,45,45,70,30,50,1,Earth,Minion Elementalist,{{MC}}: Target Creature gains all Elemental Types your Creatures have.,,{{MC}}: Target Creature loses all Elemental Types your Creatures have.,,,,,Male
Ki'bro,TOTT,Rare,33,M'arrillian,60,30,50,40,50,0,Water,Chieftain,"When a Battlegear you control is flipped face-up, look at the top two cards of your Location Deck. Put one of them on top of that deck and the other on the bottom.",,,1,1,,,Ambiguous
Klawam,TOTT,Rare,11,UnderWorld,15,95,15,60,45,0,,Taskmaster Minion,Sacrifice Klawam: Deal 20 damage to target engaged Creature.,,Sacrifice Klawam: Target engaged Creature loses 20 to all Disciplines.,,,,,Male
"Lord Van Bloot, Servant of Aa'une",TOTT,Ultra Rare,12,UnderWorld,75,50,75,55,60,2,"Earth, Water",Conqueror Minion,"While a Creature engaged with Lord Van Bloot has less than 65 Courage, it does not have and cannot gain any Elemental Types.",,"While a Creature engaged with Lord Van Bloot has less than 65 Courage, it has ""Recklessness 5"" and ""Exhaust all Disciplines 5.""",1,,,,Male
Makanaz,TOTT,Common,25,Danian,75,90,50,75,65,0,"Fire, Earth",Mandiblor Warrior,"While Makanaz is in your discard pile, Mandiblors you control have an additional 15 Energy.","""I pound and pummel with this arm while I slam and smash with the other... and I still have limbs to spare!""",,,,,,Male
"Na-inna, Rebel of the Roa'Po Sahkk",TOTT,Rare,18,Mipedian,30,20,55,30,35,0,,Royal Minion,"At the beginning of your turn, each player adds a Mugic counter to a Creature they control with no Mugic counters.",,"At the beginning of your turn, each player pays a Mugic counter from any Creature they control.",1,,,,Female
Neekwin,TOTT,Rare,26,Danian,75,40,90,35,65,1,"Air, Water",Mandiblor Elementalist,"While unequipped, Neekwin has ""Water 5"" and ""Untargetable.""","""The only battles the Danians ever lost were ones that I didn't fight."" 
—Neekwin",,,,,,Male
"Noaz, Mipedian Cavalerist",TOTT,Uncommon,19,Mipedian,90,40,35,95,50,0,"Air, Earth",Stalker Warrior,"At the beginning of your turn, Noaz gains ""Air 10"" and ""Invisibility: Surprise.""
Swift 1",No fugitive has ever escaped from his mount's speed... or his blade!,,,,,,Male
"Olkiex, Driver Extraordinaire",TOTT,Uncommon,4,OverWorld,65,50,40,35,55,1,Fire,Strategist,"When Olkiex plays an Attack Card while equipped, it gains 5 Energy.","It only took six straight Prototype Demolition Field victories for Bodal to acknowledge that Olkiex was a ""capable"" driver.",,,,,,Male
"Ørth, The Empowerer",TOTT,Rare,13,OverWorld,85,100,40,20,40,1,Earth,Elementalist,"While the Initiative of the active Location is an Elemental Type, your engaged Creature has ""Element 5"" in that Elemental Type.","Alliances can be forged in the heat of battle, but trust? That is not as easy.",,1,,,,"Ambiguous, Male"
"Ozlai, Chaor's Pilot",TOTT,Rare,34,UnderWorld,70,40,30,85,45,1,Air,Taskmaster Scout,"While equipped, Ozlai has ""Outperform Speed 5.""
When a Battlegear goes to your opponent's discard pile, deal 5 damage to target Creature.",,,,,,,Male
Part'soa,TOTT,Uncommon,6,M'arrillian,30,35,80,40,45,0,Water,Fluidmorpher,"Fluidmorph
{{MC}}{{MC}}: Target Creature loses 20 to all Disciplines.","As the water rises inch by inch, Part'soa knows that victory is one step closer.",,,,,,Male
"Rellim, Watermaster",TOTT,Super Rare,20,OverWorld,85,75,55,25,50,1,Water,Caretaker Minion,Other Creatures you control with Water have an additional 10 Energy.,,"M'arrillians you control have ""Water 5.""",1,,,,Male
Ruhban,TOTT,Common,27,Mipedian,30,45,55,85,60,1,"Air, Earth",Stalker Scout,"Invisibility: Surprise
Swift 1","""You cowards! We don't need Maxxor's help! We can defeat the M'arrillians on our own!""",,,1,,,Male
Topar,TOTT,Ultra Rare,14,Danian,70,45,45,30,45,2,,Mandiblor Muge,"At the beginning of your turn, Infect target Uninfected Creature.
When an Infected Danian you control is targeted by a Mugic or ability, Uninfect that Creature and negate the Mugic or ability.",,,,,,,Male
Ustabe,TOTT,Common,28,UnderWorld,35,85,20,60,60,0,"Fire, Air",Ethereal Warrior,"Intimidate: Power 30
Intimidate: Speed 30
Recklessness 5","""I don't care what it's made of... as long as it can fight!"" 
—Chaor",,,1,,,"Ambiguous, Male"
Vilrik Landfarer,TOTT,Super Rare,35,Danian,45,35,70,40,35,2,,Mandiblor Minion Elementalist,{{MC}}: Target Elemental Attack loses all abilities.,,Sacrifice a Minion: Reveal a new active Location.,,,,,Male
Vix'ben,TOTT,Super Rare,7,M'arrillian,35,40,65,35,35,0,Water,Fluidmorpher,"Fluidmorph
When an opposing Creature plays a Mugic Card, remove all Mugic counters from Vix'ben. If the Mugic card's cost is less than the number of Mugic counters removed this way, negate that Mugic.",,,,1,,,Male
"Xaerv, Monsoon Defender",TOTT,Rare,21,OverWorld,60,30,80,70,60,1,"Fire, Air",Elementalist,"Waterproof 10 
Xaerv deals an additional 5 attack damage to Creatures with Water.",,,,,,,Male
Yterio,TOTT,Super Rare,5,Mipedian,80,60,40,50,55,1,Earth,Warrior,Sacrifice Yterio: Target attack deals 0 damage.,"""You can't save everyone. But if you save just one, he will save another, and he another, until everyone is saved.""",,1,,,,Male
"Aivenna, OverWorld Lieutenant",FUN,Rare,1,OverWorld,60,65,90,35,60,1,Fire,Hero Warrior,"{{MC}}: Heal 5 damage to target Creature for each Tribe you control. 
If you control only Aivenna and Nivenna, Aivenna has an additional 20 Energy and ""Defender."" ",,,1,,,,Female
Akkalbi,FUN,Super Rare,25,Mipedian,55,20,70,35,45,1,,Minion Muge,Reduce Recklessness damage dealt to Creatures you control by 10.,,Increase Recklessness damage dealt to Creatures by 10.,1,,,,Male
Akkerbal,FUN,Uncommon,2,OverWorld,60,30,75,55,45,1,Earth,Guardian,"While you control a Mipedian, the first attack against Akkerbal each combat deals 0 damage.",The M'arrillians were confused why Akkerbal hated them so much. Don't cactuses like water?,,,,,,Male
Anarkiar,FUN,Uncommon,9,UnderWorld,60,85,30,40,60,1,,Warrior,"Outperform Power 5
Recklessness 10
While you control an OverWorlder, Recklessness damage dealt to Anarkiar is reduced to 0.",,,,,,,Male
"Barath Beyond, UnderWorld General",FUN,Super Rare,10,UnderWorld,40,90,20,75,60,0,"Fire, Air",Ethereal Warrior,"Sacrifice a Creature while Barath Beyond is engaged: If you sacrificed, 
An OverWorlder, negate target Mugic.
A Mipedian, the next attack played by Barath Beyond deals an additional 20 damage.
A Danian, Barath Beyond gains 30 Energy.",,,,,1,,Male
"Blügon, Winter Warrior",FUN,Super Rare,3,OverWorld,60,40,75,45,50,2,Water,Minion Warrior,{{MC}}{{MC}}: Target attack counts as the first attack this combat.,,{{MC}}{{MC}}: Target attack does not count as the first attack this combat.,,,,,Male
Bo'aam,FUN,Ultra Rare,33,M'arrillian,55,50,85,40,45,0,Water,Kha'rall,"When Bo'aam becomes engaged, the opposing engaged Creature loses 5 Energy for each Elemental Type it doesn't have.","Just make one mistake, a single slight error... and your life is done.",,,,,,Male
"Chaor, The Fierce",FUN,Ultra Rare,11,UnderWorld,80,105,45,45,65,0,Fire,Conqueror Warrior,Fire 10,"Exiled from the UnderWorld, Chaor has lost his homeland and his throne. But his anger still rages, and it drives him forward.",,1,1,,,Male
Ebbikka,FUN,Uncommon,26,Mipedian,50,35,65,85,50,1,Air,Scout,"Battlegear equipped to OverWorlders you control have ""Untargetable.""","Though master of countless Mipedian weapons, something about OverWorld craftsmanship resonates with her.",,,,,,Female
Elna,FUN,Super Rare,17,Danian,85,55,45,45,65,1,Earth,Mandiblor Muge,"While Elna is in your discard pile, at the beginning of combat, activate Hive.",The Cothica binds us all: the living and breathing with the dead and decaying.,,,,,,Male
Em'swa,FUN,Uncommon,34,M'arrillian,60,25,70,50,40,0,Water,Fluidmorpher,"Fluidmorph
4{{MC}}: Target Creature loses an Elemental Type of your choice.",No one is happier than Em'swa that the Tribes have teamed up. Maybe they'll finally prove to be a challenge.,,,1,,,Male
Gan'nim,FUN,Common,35,M'arrillian,90,90,50,15,45,0,Water,Kha'rall,"When a Creature engaged with Gan'nim fails a Stat Check or Challenge on an attack it played, Gan'nim deals 10 damage to it.",Gan'nim loves the squishy sounds he hears each time he steps on an enemy.,,,,,,Male
Ghar'lag,FUN,Rare,36,M'arrillian,40,35,65,75,60,0,Water,Chieftian,Discard a Mugic Card: Opposing Creatures lose and cannot gain Range and Swift.,,,1,1,,,Male
Glapaal,FUN,Common,18,Danian,50,25,60,40,35,2,,Mandiblor Muge,{{MC}}: Heal 10 damage to target engaged Mipedian and deal 10 damage to the opposing engaged Creature.,"""Wamma says only fools rush into battle. In that case... call me a fool!?""",,,,,,Male
"Gorram, Danian General",FUN,Super Rare,19,Danian,85,50,75,35,30,0,,Noble Elementalist,"While your discard pile contains, 
An OverWorlder, your Creatures have ""Water 5.""
An UnderWorlder, your Creatures have ""Fire 5.""
A Mipedian, your Creatures have ""Air 5.""",,,,,1,,Male
"Grantkae, Mipedian General",FUN,Super Rare,27,Mipedian,50,50,65,85,55,1,Air,Royal Elite,"On your turn, other Creatures you control have an additional: 
25 to all Disciplines if you control an OverWorlder;
""Intimidate: Energy 10"" if you control an UnderWorlder;
""Waterproof 25"" if you control a Danian.",,,,,1,,Male
"Hune Marquard, Brainwashed Scholar",FUN,Uncommon,4,OverWorld,45,30,70,45,35,2,,Minion Muge,Danians you control may play OverWorld Mugic.,,M'arrillians and Minions you control may not be Infected.,,,,,Male
"Jorre, Mipedian Lieutenant",FUN,Rare,28,Mipedian,40,30,25,80,35,2,Air,Stalker Muge,"{{MC}}: Target Creature gains ""Range"" and ""Swift X,"" where X is the number of Tribes you control.","At home on the battlefield, Jorre wishes the war would never end.",,,,,,Female
"Kamangareth, Unstable Ally",FUN,Uncommon,12,UnderWorld,55,80,45,60,50,1,"Fire, Earth",Commander,"While you control a Danian, unequipped Creatures you control have ""Outperform Power 5.""",Kamangareth has no problem fighting alongside former foes. The Danians are not as forgiving.,,1,,,,Female
"Kepiaan, Danian Lieutenant",FUN,Rare,20,Danian,40,40,40,40,40,0,Water,Battlemaster,Kepiaan has an additional 10 Energy and 10 to all Disciplines for each Tribe you control.,"Though hundreds of Danians perish to defeat a single Kha'rall, Kepiaan willingly accepts those losses.",,,,,,Male
Khorror,FUN,Ultra Rare,29,Mipedian,100,100,15,100,130,0,,Warbeast,Recklessness 50,"""I realize the battle is necessary, but this... this is too much. Even if we win the war, Perim is doomed."" 
—Sobtjek",,1,1,,,Ambiguous
"Klencka, Avenger",FUN,Uncommon,21,Danian,90,60,60,40,50,0,"Earth, Water",Mandiblor Warrior,"While you control an OverWorlder, when Klencka deals damage with its first attack each combat, it gains Energy equal to the damage it dealt.",,,,,,,Male
Loderool,FUN,Common,5,OverWorld,65,70,50,30,55,0,"Fire, Earth",Warrior,"While you control an UnderWorlder, Loderool has ""Fire 5.""","""This alliance changes nothing! I've still never met an UnderWorlder that I liked!""",,,,,,Male
"Lore, Ancestral Caller",FUN,Ultra Rare,22,Danian,100,40,60,30,55,3,Earth,Muge,"{{MC}}: Deal 5 damage to the opposing engaged Creature and heal 5 damage to Lore.
If an opponent's Creature would go to the discard pile, remove it from the game and Lore gains a Mugic Counter instead.",,,1,1,,,Male
"Magmon, Retalliator",FUN,Super Rare,13,UnderWorld,55,85,15,30,70,0,"Fire, Earth",Minion Elementalist,"Magmon deals an additional 5 attack damage to M'arrillians and Minions.
Recklessness 5",,"Magmon deals an additional 5 attack damage to non-M'arrillians.
Recklessness 5",,,,,"Ambiguous, Male"
Majjcan,FUN,Common,30,Mipedian,70,40,50,80,60,0,"Air, Earth",Elementalist,"While you control a Danian, Majjcan has ""Earth 5.""",,,,,,,Male
Masilbaat,FUN,Uncommon,23,Danian,70,45,55,30,50,1,"Fire, Earth",Battlemaster Muge,"While you control an UnderWorlder, if Masilbaat would take damage from a Mugic or activated ability, it gains that amount of Energy instead.

",,,,,,,Male
"Maxxor, Protector of Perim",FUN,Ultra Rare,6,OverWorld,110,55,80,45,55,0,"Fire, Earth",Hero Warrior,"When Maxxor is dealt attack damage, it gains ""Maxxor deals an additional 5 attack damage.""","""I don't just fight for the OverWorld! I fight for all of Perim!""",,1,1,,,Male
"Nivenna, UnderWorld Lieutenant",FUN,Rare,14,UnderWorld,45,50,80,60,35,3,,Conqueror Muge,"{{MC}}{{MC}}: Deal 5 damage to target Creature for each Tribe you control.
If you control only Nivenna and Aivenna, this ability costs 1 less Mugic counter to play.",,,1,,,,Female
Raquanni,FUN,Super Rare,31,Mipedian,30,25,80,50,45,2,,Minion Muge,"{{MC}}: Target equipped Creature gains ""Outperform Speed 5.""",,"{{MC}}: Target equipped Creature gains ""Water 5.""",,,,,Female
Shinadd,FUN,Uncommon,32,Mipedian,60,35,30,100,40,1,Air,Scout,"If Shinadd would become engaged on your turn, you may choose an UnderWorlder you control. If you do, Shinadd and the chosen UnderWorlder swap spaces, and the chosen UnderWorlder becomes engaged instead.",,,,,,,Male
"Tangath Toborn, OverWorld General",FUN,Super Rare,7,OverWorld,55,75,95,35,60,0,"Fire, Water",Strategist Warrior,"Defender
On an opponent's turn, Tangath Toborn has:
""Fire 5"" if you control and UnderWorlder.
""Disarm"" if you control a Mipedian.
""Elementproof all Element Types 5"" if you control a Danian",,,,,1,,Male
Tir'baleen,FUN,Rare,15,M'arrillian,25,40,85,35,45,0,Water,Fluidmorpher,"Fluidmorph
{{MC}}{{MC}}: Target attack also counts as a Water attack.
6{{MC}}: Target Water attack deals 0 damage.",,,,1,,,Female
Torrna,FUN,Common,37,UnderWorld,50,80,40,65,55,1,Air,Scout,"While you control a Mipedian, Torrna has ""Disarm.""",,,,,,,Male
Uksum,FUN,Super Rare,16,UnderWorld,60,95,15,35,20,0,Fire,Ethereal MinionWarrior,"At the beginning of combat, Uksum gains Energy equal to the lowest Scanned Energy among other Creatures you control.",,Uksum has an additional 40 Energy and Creature Type Kha'rall in addition to its other types.,,,,,Male
"Vidav, Master Strategist",FUN,Super Rare,8,OverWorld,45,25,105,30,40,3,,Strategist,{{MC}}: Choose a Tribe. Target Creature also counts as the chosen Tribe.,,,1,,,,Male
Vunhra,FUN,Super Rare,24,Danian,45,45,80,25,40,2,Earth,Squadleader Minion,Non-Danians you control deal 5 additional attack damage to Infected Creatures.,,Creatures you control deal an additional 5 attack damage to M'arrillians and Minions.,1,,,,Male
Wilt'dred,FUN,Uncommon,38,M'arrillian,40,65,70,45,50,0,Water,Chieftan,Discard a Mugic Card: Target Minion plays its abilities as if that Creature's controller did not also control a Chieftain.,,,1,1,,,Ambiguous
Afjak,AU,Rare,5,OverWorld,80,40,65,30,30,2,Water,Past Muge,Sacrifice Afjak: Put a Mugic counter on target Creature you control.,Najarin's apprentice was his proudest success... and his greatest sadness.,,,,,,Male
Ajara,AU,Rare,57,Mipedian,40,35,40,80,40,2,,Past Scout,Past Creatures you control deal an additional 5 attack damage to Creatures with fewer Mugic counters than that Past Creature.,"Though the first to discover the problem, she was the last to be believed.",,1,,,,"Ambiguous, Female"
Amblox,AU,Common,45,Danian,60,40,80,40,40,2,Water,Elementalist Muge,Expend Water: Infect target Creature.,"Amblox had his eyes set on a mysterious Danian project northwest of Mount Pillar, when he suddenly was moved to the Citadel Grounds.",,,,,,Male
"Arrthoa, Captain of the Ezoa",AU,Rare,6,OverWorld,70,45,70,60,50,1,Water,Hero Scout,Your other Creatures with Water succeed on all Discipline checks on attacks they play.,"""Avast me hearties! Come about, hard starboard! The citadel is taking flight!""",,,,,,Male
Ast'imal,AU,Rare,75,M'arrillian,50,45,70,50,40,0,Water,Kha'rall,Expend Water: Target unengaged Creature's controller swaps it with another unengaged Creature he or she controls.,"""Hard questions require answers too. Hard answers require thought. Sometimes thought calls for motivation. It's name is Ast'imal"" 
—Fal'makin",,,,,,Male
"Blazier, Citadel Cartographer",AU,Rare,7,OverWorld,70,40,60,40,40,1,Earth,Scout,Expend Earth: Look at the top card of your Location Deck. You may put that card on the bottom of that deck.,Blazier strives to be the first to discover new lands. History doesn't care about whoever comes second.,,,,,,Male
Cromaxx,AU,Ultra Rare,1,Generic,90,60,20,50,70,0,"Earth, Water",Past Warrior,"Damage dealt to Cromaxx by Mugic is reduced to 0.
Cromaxx's Energy cannot be reduced by Mugic.","Cromaxx and Maxxor: different branches, same tree.",,,,,,Male
Dalgad,AU,Super Rare,8,OverWorld,50,70,75,40,60,0,"Fire, Water",Elementalist Scout,Dalgad deals an additional 5 damage with Elemental attacks.,"""The powers of the elements can make even the smallest Creatures mighty."" 
—Heptadd",,,,,,Male
"Donmar, Tablet Translator",AU,Common,9,OverWorld,60,40,75,30,45,1,Water,Caretaker,Expend Water: Heal 10 damage to target Creature.,"The glyphs on the First Tree which stands at the center of the Runic Grove speak only to him. They cry, ""Change is coming!""",,,,,,Male
